Last login: Sat Mar 22 05:39:27 on console
Brandons-MacBook-Pro-3:~ brandon$ cd Documents/CS149_Assignment4/HW4_src/
Brandons-MacBook-Pro-3:HW4_src brandon$ ls
Page.class	Swap.class	hw4.zip		swapOutput.txt
Page.java	Swap.java	pageOutput.txt
Brandons-MacBook-Pro-3:HW4_src brandon$ javac Page.java
Brandons-MacBook-Pro-3:HW4_src brandon$ java Page
-1 indicates empty page frame

FIFO Simulation
------------------------------------------------------------------------------------------------------------------------
---------- Run 1 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
84		0		1		2		3		Hit		2		2
85		0		1		2		3		Hit		0		0
86		0		1		2		8		Fault		8		3
87		0		1		2		4		Fault		4		8
88		0		1		2		3		Fault		3		4
89		0		1		2		4		Fault		4		3
90		0		1		2		6		Fault		6		4
91		0		1		2		5		Fault		5		6
92		0		1		2		3		Fault		3		5
93		0		1		2		3		Hit		3		3
94		0		1		2		4		Fault		4		3
95		0		1		2		5		Fault		5		4
96		0		1		2		6		Fault		6		5
97		0		1		2		7		Fault		7		6
98		0		1		2		5		Fault		5		7
99		0		1		2		5		Hit		5		5

---------- Run 3 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		8		-1		-1		-1		Fault		8		-1
1		8		5		-1		-1		Fault		5		-1
2		8		5		4		-1		Fault		4		-1
3		8		5		4		-1		Hit		4		4
4		8		5		4		-1		Hit		4		4
5		8		5		4		6		Fault		6		-1
6		8		5		4		6		Hit		5		5
7		8		5		4		6		Hit		5		5
8		8		5		4		6		Hit		6		6
9		7		5		4		6		Fault		7		8
10		7		5		4		6		Hit		6		6
11		7		5		4		6		Hit		6		6
12		7		5		4		6		Hit		7		7
13		7		5		4		6		Hit		5		5
14		7		5		4		6		Hit		6		6
15		7		5		4		6		Hit		7		7
16		7		5		4		6		Hit		4		4
17		8		5		4		6		Fault		8		7
18		8		5		4		6		Hit		5		5
19		8		5		4		6		Hit		5		5
20		8		5		4		6		Hit		6		6
21		8		5		4		6		Hit		5		5
22		8		5		4		6		Hit		6		6
23		8		5		4		6		Hit		6		6
24		8		5		4		6		Hit		5		5
25		8		5		4		6		Hit		6		6
26		8		5		4		6		Hit		6		6
27		8		5		4		6		Hit		6		6
28		8		5		4		6		Hit		6		6
29		8		5		4		6		Hit		6		6
30		8		5		4		6		Hit		5		5
31		8		5		4		6		Hit		4		4
32		3		5		4		6		Fault		3		8
33		3		5		4		6		Hit		4		4
34		3		5		4		6		Hit		5		5
35		3		5		4		6		Hit		6		6
36		7		5		4		6		Fault		7		3
37		0		5		4		6		Fault		0		7
38		1		5		4		6		Fault		1		0
39		0		5		4		6		Fault		0		1
40		0		5		4		6		Hit		0		0
41		3		5		4		6		Fault		3		0
42		3		5		4		6		Hit		3		3
43		3		5		4		6		Hit		6		6
44		3		5		4		6		Hit		5		5
45		0		5		4		6		Fault		0		3
46		1		5		4		6		Fault		1		0
47		8		5		4		6		Fault		8		1
48		8		5		4		6		Hit		8		8
49		8		5		4		6		Hit		4		4
50		8		5		4		6		Hit		5		5
51		8		5		4		6		Hit		5		5
52		2		5		4		6		Fault		2		8
53		8		5		4		6		Fault		8		2
54		2		5		4		6		Fault		2		8
55		2		5		4		6		Hit		2		2
56		7		5		4		6		Fault		7		2
57		0		5		4		6		Fault		0		7
58		1		5		4		6		Fault		1		0
59		1		5		4		6		Hit		1		1
60		8		5		4		6		Fault		8		1
61		8		5		4		6		Hit		5		5
62		8		5		4		6		Hit		4		4
63		8		5		4		6		Hit		4		4
64		3		5		4		6		Fault		3		8
65		2		5		4		6		Fault		2		3
66		1		5		4		6		Fault		1		2
67		1		5		4		6		Hit		5		5
68		1		5		4		6		Hit		6		6
69		8		5		4		6		Fault		8		1
70		8		5		4		6		Hit		5		5
71		8		5		4		6		Hit		5		5
72		8		5		4		6		Hit		4		4
73		8		5		4		6		Hit		4		4
74		7		5		4		6		Fault		7		8
75		3		5		4		6		Fault		3		7
76		3		5		4		6		Hit		4		4
77		3		5		4		6		Hit		5		5
78		3		5		4		6		Hit		5		5
79		3		5		4		6		Hit		5		5
80		3		5		4		6		Hit		6		6
81		3		5		4		6		Hit		6		6
82		3		5		4		6		Hit		6		6
83		3		5		4		6		Hit		5		5
84		3		5		4		6		Hit		5		5
85		3		5		4		6		Hit		3		3
86		2		5		4		6		Fault		2		3
87		3		5		4		6		Fault		3		2
88		2		5		4		6		Fault		2		3
89		7		5		4		6		Fault		7		2
90		7		5		4		6		Hit		5		5
91		7		5		4		6		Hit		6		6
92		7		5		4		6		Hit		5		5
93		7		5		4		6		Hit		4		4
94		7		5		4		6		Hit		5		5
95		7		5		4		6		Hit		5		5
96		7		5		4		6		Hit		5		5
97		7		5		4		6		Hit		5		5
98		7		5		4		6		Hit		4		4
99		7		5		4		6		Hit		6		6

---------- Run 4 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		5		-1		-1		-1		Fault		5		-1
1		5		6		-1		-1		Fault		6		-1
2		5		6		2		-1		Fault		2		-1
3		5		6		2		3		Fault		3		-1
4		5		6		2		3		Hit		2		2
5		5		6		2		3		Hit		3		3
6		5		6		2		3		Hit		3		3
7		4		6		2		3		Fault		4		5
8		4		6		2		3		Hit		3		3
9		4		6		2		3		Hit		4		4
10		5		6		2		3		Fault		5		4
11		4		6		2		3		Fault		4		5
12		4		6		2		3		Hit		4		4
13		4		6		2		3		Hit		3		3
14		4		6		2		3		Hit		2		2
15		4		6		2		3		Hit		3		3
16		4		6		2		3		Hit		2		2
17		4		6		2		3		Hit		3		3
18		4		6		2		3		Hit		2		2
19		4		6		2		3		Hit		3		3
20		4		6		2		3		Hit		2		2
21		4		6		2		3		Hit		2		2
22		4		6		2		3		Hit		2		2
23		4		6		2		3		Hit		3		3
24		4		6		2		3		Hit		2		2
25		4		6		2		3		Hit		4		4
26		4		6		2		3		Hit		4		4
27		4		6		2		3		Hit		4		4
28		4		5		2		3		Fault		5		6
29		4		5		2		3		Hit		3		3
30		4		5		2		3		Hit		2		2
31		4		7		2		3		Fault		7		5
32		4		7		2		3		Hit		3		3
33		4		8		2		3		Fault		8		7
34		4		8		2		3		Hit		4		4
35		4		8		2		3		Hit		3		3
36		4		8		2		3		Hit		3		3
37		4		1		2		3		Fault		1		8
38		4		1		2		3		Hit		2		2
39		4		1		2		3		Hit		1		1
40		4		0		2		3		Fault		0		1
41		4		0		2		3		Hit		0		0
42		4		0		2		3		Hit		3		3
43		4		7		2		3		Fault		7		0
44		4		6		2		3		Fault		6		7
45		4		5		2		3		Fault		5		6
46		4		5		2		3		Hit		4		4
47		4		5		2		3		Hit		4		4
48		4		5		2		3		Hit		4		4
49		4		6		2		3		Fault		6		5
50		4		6		2		3		Hit		2		2
51		4		1		2		3		Fault		1		6
52		4		1		2		3		Hit		2		2
53		4		5		2		3		Fault		5		1
54		4		6		2		3		Fault		6		5
55		4		6		2		3		Hit		6		6
56		4		5		2		3		Fault		5		6
57		4		0		2		3		Fault		0		5
58		4		1		2		3		Fault		1		0
59		4		8		2		3		Fault		8		1
60		4		8		2		3		Hit		3		3
61		4		8		2		3		Hit		3		3
62		4		8		2		3		Hit		3		3
63		4		8		2		3		Hit		4		4
64		4		8		2		3		Hit		2		2
65		4		8		2		3		Hit		4		4
66		4		5		2		3		Fault		5		8
67		4		5		2		3		Hit		5		5
68		4		5		2		3		Hit		4		4
69		4		5		2		3		Hit		3		3
70		4		5		2		3		Hit		3		3
71		4		5		2		3		Hit		3		3
72		4		0		2		3		Fault		0		5
73		4		1		2		3		Fault		1		0
74		4		0		2		3		Fault		0		1
75		4		5		2		3		Fault		5		0
76		4		5		2		3		Hit		4		4
77		4		7		2		3		Fault		7		5
78		4		7		2		3		Hit		3		3
79		4		5		2		3		Fault		5		7
80		4		5		2		3		Hit		5		5
81		4		8		2		3		Fault		8		5
82		4		8		2		3		Hit		4		4
83		4		8		2		3		Hit		3		3
84		4		8		2		3		Hit		2		2
85		4		8		2		3		Hit		2		2
86		4		8		2		3		Hit		2		2
87		4		8		2		3		Hit		3		3
88		4		8		2		3		Hit		4		4
89		4		1		2		3		Fault		1		8
90		4		0		2		3		Fault		0		1
91		4		5		2		3		Fault		5		0
92		4		5		2		3		Hit		5		5
93		4		5		2		3		Hit		4		4
94		4		5		2		3		Hit		4		4
95		4		5		2		3		Hit		4		4
96		4		7		2		3		Fault		7		5
97		4		0		2		3		Fault		0		7
98		4		1		2		3		Fault		1		0
99		4		0		2		3		Fault		0		1

---------- Run 5 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		2		-1		-1		-1		Fault		2		-1
1		2		-1		-1		-1		Hit		2		2
2		2		3		-1		-1		Fault		3		-1
3		2		3		4		-1		Fault		4		-1
4		2		3		4		5		Fault		5		-1
5		2		3		4		5		Hit		4		4
6		2		3		4		5		Hit		4		4
7		2		3		4		5		Hit		5		5
8		2		8		4		5		Fault		8		3
9		2		8		4		5		Hit		4		4
10		2		1		4		5		Fault		1		8
11		2		0		4		5		Fault		0		1
12		2		1		4		5		Fault		1		0
13		2		0		4		5		Fault		0		1
14		2		0		4		5		Hit		5		5
15		2		6		4		5		Fault		6		0
16		2		6		4		5		Hit		6		6
17		2		6		4		5		Hit		6		6
18		7		6		4		5		Fault		7		2
19		2		6		4		5		Fault		2		7
20		3		6		4		5		Fault		3		2
21		2		6		4		5		Fault		2		3
22		2		6		4		5		Hit		4		4
23		2		6		4		5		Hit		4		4
24		3		6		4		5		Fault		3		2
25		3		6		4		5		Hit		4		4
26		8		6		4		5		Fault		8		3
27		8		6		4		5		Hit		5		5
28		8		6		4		5		Hit		5		5
29		3		6		4		5		Fault		3		8
30		2		6		4		5		Fault		2		3
31		2		6		4		5		Hit		5		5
32		2		6		4		5		Hit		6		6
33		2		6		4		5		Hit		5		5
34		2		6		4		5		Hit		4		4
35		7		6		4		5		Fault		7		2
36		7		6		4		5		Hit		6		6
37		7		6		4		5		Hit		7		7
38		7		6		4		5		Hit		5		5
39		7		6		4		5		Hit		6		6
40		7		6		4		5		Hit		6		6
41		7		6		4		5		Hit		7		7
42		7		6		4		5		Hit		5		5
43		7		6		4		5		Hit		6		6
44		7		6		4		5		Hit		7		7
45		7		6		4		5		Hit		5		5
46		7		6		4		5		Hit		5		5
47		7		6		4		5		Hit		5		5
48		1		6		4		5		Fault		1		7
49		1		6		4		5		Hit		4		4
50		1		6		4		5		Hit		4		4
51		7		6		4		5		Fault		7		1
52		7		6		4		5		Hit		4		4
53		7		6		4		5		Hit		5		5
54		7		6		4		5		Hit		5		5
55		7		6		4		5		Hit		5		5
56		2		6		4		5		Fault		2		7
57		3		6		4		5		Fault		3		2
58		3		6		4		5		Hit		3		3
59		3		6		4		5		Hit		4		4
60		3		6		4		5		Hit		3		3
61		2		6		4		5		Fault		2		3
62		1		6		4		5		Fault		1		2
63		2		6		4		5		Fault		2		1
64		2		6		4		5		Hit		4		4
65		2		6		4		5		Hit		5		5
66		2		6		4		5		Hit		5		5
67		2		6		4		5		Hit		5		5
68		2		6		4		5		Hit		5		5
69		2		6		4		5		Hit		5		5
70		2		6		4		5		Hit		6		6
71		2		6		4		5		Hit		5		5
72		2		6		4		5		Hit		6		6
73		2		6		4		5		Hit		4		4
74		2		6		4		5		Hit		5		5
75		2		6		4		5		Hit		5		5
76		2		6		4		5		Hit		6		6
77		2		6		4		5		Hit		5		5
78		2		6		4		5		Hit		5		5
79		2		6		4		5		Hit		5		5
80		8		6		4		5		Fault		8		2
81		8		6		4		5		Hit		6		6
82		7		6		4		5		Fault		7		8
83		1		6		4		5		Fault		1		7
84		7		6		4		5		Fault		7		1
85		7		6		4		5		Hit		7		7
86		2		6		4		5		Fault		2		7
87		2		6		4		5		Hit		2		2
88		3		6		4		5		Fault		3		2
89		3		6		4		5		Hit		3		3
90		3		6		4		5		Hit		3		3
91		7		6		4		5		Fault		7		3
92		2		6		4		5		Fault		2		7
93		3		6		4		5		Fault		3		2
94		1		6		4		5		Fault		1		3
95		2		6		4		5		Fault		2		1
96		2		6		4		5		Hit		2		2
97		1		6		4		5		Fault		1		2
98		1		6		4		5		Hit		1		1
99		2		6		4		5		Fault		2		1

===================================================================================================================

MFU Simulation
------------------------------------------------------------------------------------------------------------------------
---------- Run 1 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		6		-1		-1		-1		Fault		6		-1
1		6		7		-1		-1		Fault		7		-1
2		6		7		1		-1		Fault		1		-1
3		6		7		1		0		Fault		0		-1
4		6		7		1		0		Hit		1		1
5		6		7		1		0		Hit		1		1
6		6		7		2		0		Fault		2		1
7		6		7		2		0		Hit		2		2
8		6		7		2		0		Hit		2		2
9		6		7		2		0		Hit		2		2
10		6		7		1		0		Fault		1		2
11		6		7		1		0		Hit		0		0
12		6		7		1		0		Hit		1		1
13		6		7		1		2		Fault		2		0
14		3		7		1		2		Fault		3		6
15		3		4		1		2		Fault		4		7
16		3		4		5		2		Fault		5		1
17		3		4		5		2		Hit		4		4
18		3		4		5		2		Hit		5		5
19		3		4		5		2		Hit		5		5
20		3		4		5		2		Hit		4		4
21		3		4		5		2		Hit		4		4
22		3		4		5		2		Hit		4		4
23		3		8		5		2		Fault		8		4
24		3		8		5		2		Hit		3		3
25		3		8		5		2		Hit		2		2
26		3		8		1		2		Fault		1		5
27		3		8		1		2		Hit		1		1
28		7		8		1		2		Fault		7		3
29		7		8		4		2		Fault		4		1
30		7		8		4		5		Fault		5		2
31		7		8		4		5		Hit		4		4
32		7		8		4		5		Hit		4		4
33		7		8		6		5		Fault		6		4
34		7		8		6		5		Hit		5		5
35		7		8		6		4		Fault		4		5
36		5		8		6		4		Fault		5		7
37		5		8		6		4		Hit		5		5
38		5		8		6		4		Hit		6		6
39		5		8		6		4		Hit		6		6
40		0		8		6		4		Fault		0		5
41		0		8		6		4		Hit		0		0
42		0		8		1		4		Fault		1		6
43		0		8		1		4		Hit		1		1
44		2		8		1		4		Fault		2		0
45		2		8		1		4		Hit		8		8
46		2		3		1		4		Fault		3		8
47		2		3		1		4		Hit		3		3
48		2		3		1		4		Hit		2		2
49		2		3		1		4		Hit		1		1
50		2		3		1		4		Hit		1		1
51		2		3		1		4		Hit		2		2
52		2		3		1		4		Hit		2		2
53		2		3		1		4		Hit		3		3
54		2		3		1		4		Hit		2		2
55		2		3		1		4		Hit		1		1
56		2		3		1		4		Hit		2		2
57		2		3		1		4		Hit		2		2
58		2		3		1		4		Hit		2		2
59		6		3		1		4		Fault		6		2
60		6		3		2		4		Fault		2		1
61		6		5		2		4		Fault		5		3
62		6		5		2		4		Hit		4		4
63		6		5		2		1		Fault		1		4
64		6		5		2		1		Hit		5		5
65		6		4		2		1		Fault		4		5
66		6		4		2		1		Hit		6		6
67		5		4		2		1		Fault		5		6
68		6		4		2		1		Fault		6		5
69		5		4		2		1		Fault		5		6
70		5		4		2		1		Hit		4		4
71		5		4		2		1		Hit		5		5
72		5		4		2		1		Hit		4		4
73		5		4		2		1		Hit		5		5
74		6		4		2		1		Fault		6		5
75		6		4		2		1		Hit		6		6
76		6		7		2		1		Fault		7		4
77		6		7		2		1		Hit		1		1
78		6		7		2		1		Hit		1		1
79		6		7		2		1		Hit		6		6
80		6		7		2		1		Hit		7		7
81		0		7		2		1		Fault		0		6
82		0		7		2		1		Hit		1		1
83		0		7		2		1		Hit		0		0
84		0		7		2		1		Hit		0		0
85		0		7		2		1		Hit		0		0
86		0		7		2		1		Hit		1		1
87		0		7		2		4		Fault		4		1
88		5		7		2		4		Fault		5		0
89		5		6		2		4		Fault		6		7
90		5		6		2		4		Hit		2		2
91		5		6		1		4		Fault		1		2
92		5		6		1		4		Hit		1		1
93		5		6		1		4		Hit		1		1
94		5		6		0		4		Fault		0		1
95		5		6		0		4		Hit		0		0
96		5		6		8		4		Fault		8		0
97		3		6		8		4		Fault		3		5
98		0		6		8		4		Fault		0		3
99		0		6		8		4		Hit		4		4

---------- Run 2 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		5		-1		-1		-1		Fault		5		-1
1		5		-1		-1		-1		Hit		5		5
2		5		-1		-1		-1		Hit		5		5
3		5		-1		-1		-1		Hit		5		5
4		5		6		-1		-1		Fault		6		-1
5		5		6		-1		-1		Hit		6		6
6		5		6		-1		-1		Hit		6		6
7		5		6		-1		-1		Hit		6		6
8		5		6		7		-1		Fault		7		-1
9		5		6		7		3		Fault		3		-1
10		4		6		7		3		Fault		4		5
11		4		6		7		3		Hit		3		3
12		4		2		7		3		Fault		2		6
13		4		2		7		6		Fault		6		3
14		4		2		7		6		Hit		6		6
15		4		2		7		6		Hit		6		6
16		4		2		7		6		Hit		6		6
17		4		2		7		6		Hit		6		6
18		4		2		7		6		Hit		6		6
19		4		2		7		5		Fault		5		6
20		4		2		0		5		Fault		0		7
21		1		2		0		5		Fault		1		4
22		1		2		0		5		Hit		1		1
23		6		2		0		5		Fault		6		1
24		6		2		0			5		Hit		5		5
25		6		2		0		4		Fault		4		5
26		7		2		0		4		Fault		7		6
27		3		2		0		4		Fault		3		7
28		3		2		0		4		Hit		3		3
29		3		2		0		4		Hit		3		3
30		3		2		0		4		Hit		4		4
31		6		2		0		4		Fault		6		3
32		6		2		0		7		Fault		7		4
33		6		2		0		7		Hit		2		2
34		6		2		0		7		Hit		2		2
35		6		2		0		7		Hit		2		2
36		6		1		0		7		Fault		1		2
37		6		1		0		7		Hit		1		1
38		6		1		0		7		Hit		1		1
39		6		2		0		7		Fault		2		1
40		1		2		0		7		Fault		1		6
41		1		2		0		7		Hit		2		2
42		1		2		0		7		Hit		2		2
43		1		2		0		7		Hit		2		2
44		1		2		0		7		Hit		2		2
45		1		2		0		7		Hit		2		2
46		1		2		0		7		Hit		1		1
47		1		2		0		7		Hit		0		0
48		1		5		0		7		Fault		5		2
49		6		5		0		7		Fault		6		1
50		6		5		0		7		Hit		6		6
51		6		5		0		7		Hit		5		5
52		1		5		0		7		Fault		1		6
53		1		2		0		7		Fault		2		5
54		1		2		3		7		Fault		3		0
55		1		2		3		7		Hit		2		2
56		1		2		3		7		Hit		2		2
57		1		2		3		7		Hit		1		1
58		1		2		3		7		Hit		1		1
59		0		2		3		7		Fault		0		1
60		0		1		3		7		Fault		1		2
61		0		1		3		7		Hit		1		1
62		0		1		3		7		Hit		0		0
63		0		1		3		7		Hit		0		0
64		0		1		3		7		Hit		0		0
65		0		1		3		7		Hit		0		0
66		0		1		3		7		Hit		1		1
67		0		1		3		7		Hit		1		1
68		0		1		3		7		Hit		0		0
69		2		1		3		7		Fault		2		0
70		2		1		3		7		Hit		3		3
71		2		1		3		7		Hit		3		3
72		2		1		3		7		Hit		2		2
73		2		1		3		7		Hit		1		1
74		2		4		3		7		Fault		4		1
75		2		4		3		7		Hit		4		4
76		2		4		5		7		Fault		5		3
77		2		4		5		7		Hit		5		5
78		6		4		5		7		Fault		6		2
79		6		4		5		7		Hit		7		7
80		6		4		5		7		Hit		5		5
81		6		4		5		7		Hit		5		5
82		6		4		5		7		Hit		5		5
83		6		4		5		7		Hit		5		5
84		6		4		5		7		Hit		5		5
85		6		4		5		7		Hit		5		5
86		6		4		5		7		Hit		5		5
87		6		4		5		7		Hit		6		6
88		6		4		5		7		Hit		5		5
89		6		4		5		7		Hit		4		4
90		6		4		5		7		Hit		4		4
91		6		4		5		7		Hit		5		5
92		6		4		5		7		Hit		5		5
93		6		4		5		7		Hit		4		4
94		6		4		5		7		Hit		4		4
95		6		4		3		7		Fault		3		5
96		6		2		3		7		Fault		2		4
97		6		2		3		7		Hit		3		3
98		4		2		3		7		Fault		4		6
99		4		2		5		7		Fault		5		3

---------- Run 3 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		4		-1		-1		-1		Fault		4		-1
1		4		0		-1		-1		Fault		0		-1
2		4		0		1		-1		Fault		1		-1
3		4		0		1		-1		Hit		1		1
4		4		0		1		2		Fault		2		-1
5		4		0		3		2		Fault		3		1
6		4		0		3		2		Hit		4		4
7		4		0		3		2		Hit		4		4
8		5		0		3		2		Fault		5		4
9		5		0		3		2		Hit		5		5
10		5		0		3		2		Hit		5		5
11		4		0		3		2		Fault		4		5
12		4		0		3		2		Hit		3		3
13		4		6		3		2		Fault		6		0
14		4		6		0		2		Fault		0		3
15		4		6		0		2		Hit		0		0
16		4		6		1		2		Fault		1		0
17		4		6		1		2		Hit		1		1
18		4		6		1		2		Hit		2		2
19		4		6		1		2		Hit		1		1
20		4		6		1		2		Hit		1		1
21		4		6		1		2		Hit		1		1
22		4		6		1		2		Hit		1		1
23		4		6		1		2		Hit		2		2
24		4		6		3		2		Fault		3		1
25		4		6		3		2		Hit		3		3
26		4		6		3		2		Hit		2		2
27		4		6		3		2		Hit		2		2
28		4		6		3		2		Hit		2		2
29		4		6		3		2		Hit		2		2
30		4		6		3		2		Hit		3		3
31		4		6		3		1		Fault		1		2
32		4		6		2		1		Fault		2		3
33		8		6		2		1		Fault		8		4
34		3		6		2		1		Fault		3		8
35		3		6		2		1		Hit		3		3
36		3		6		2		1		Hit		2		2
37		3		6		2		1		Hit		2		2
38		3		6		2		1		Hit		6		6
39		3		6		2		1		Hit		6		6
40		3		7		2		1		Fault		7		6
41		3		7		2		1		Hit		3		3
42		4		7		2		1		Fault		4		3
43		4		7		3		1		Fault		3		2
44		4		7		3		1		Hit		3		3
45		4		7		2		1		Fault		2		3
46		8		7		2		1		Fault		8		4
47		3		7		2		1		Fault		3		8
48		4		7		2		1		Fault		4		3
49		4		7		2		1		Hit		4		4
50		3		7		2		1		Fault		3		4
51		3		7		2		1		Hit		2		2
52		3		7		2		1		Hit		3		3
53		3		7		2		1		Hit		1		1
54		0		7		2		1		Fault		0		3
55		0		7		2		1		Hit		0		0
56		0		7		2		1		Hit		1		1
57		0		7		2		1		Hit		2		2
58		0		7		2		1		Hit		2		2
59		0		7		2		1		Hit		2		2
60		0		7		3		1		Fault		3		2
61		0		7		3		5		Fault		5		1
62		4		7		3		5		Fault		4		0
63		0		7		3		5		Fault		0		4
64		1		7		3		5		Fault		1		0
65		0		7		3		5		Fault		0		1
66		1		7		3		5		Fault		1		0
67		0		7		3		5		Fault		0		1
68		0		7		3		5		Hit		0		0
69		2		7		3		5		Fault		2		0
70		2		7		3		5		Hit		2		2
71		2		7		3		5		Hit		2		2
72		2		7		3		5		Hit		3		3
73		1		7		3		5		Fault		1		2
74		1		7		0		5		Fault		0		3
75		1		7		0		5		Hit		0		0
76		1		7		0		5		Hit		1		1
77		2		7		0		5		Fault		2		1
78		2		7		1		5		Fault		1		0
79		2		7		1		5		Hit		2		2
80		2		7		1		5		Hit		2		2
81		3		7		1		5		Fault		3		2
82		3		7		1		5		Hit		3		3
83		2		7		1		5		Fault		2		3
84		2		7		1		5		Hit		1		1
85		2		7		0		5		Fault		0		1
86		1		7		0		5		Fault		1		2
87		1		7		0		5		Hit		1		1
88		1		7		0		5		Hit		1		1
89		1		7		0		5		Hit		0		0
90		1		7		0		5		Hit		0		0
91		1		7		0		5		Hit		1		1
92		1		7		0		5		Hit		5		5
93		6		7		0		5		Fault		6		1
94		6		7		0		5		Hit		6		6
95		6		7		0		5		Hit		7		7
96		6		7		0		5		Hit		5		5
97		6		7		4		5		Fault		4		0
98		6		7		4		5		Hit		6		6
99		6		7		4		5		Hit		7		7

---------- Run 4 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		3		-1		-1		-1		Fault		3		-1
1		3		-1		-1		-1		Hit		3		3
2		3		2		-1		-1		Fault		2		-1
3		3		2		-1		-1		Hit		2		2
4		3		2		0		-1		Fault		0		-1
5		3		2		0		-1		Hit		0		0
6		3		2		0		-1		Hit		0		0
7		3		2		0		-1		Hit		3		3
8		3		2		0		1		Fault		1		-1
9		3		2		0		1		Hit		2		2
10		3		2		0		1		Hit		1		1
11		3		2		0		1		Hit		0		0
12		3		2		0		1		Hit		1		1
13		3		2		4		1		Fault		4		0
14		5		2		4		1		Fault		5		3
15		5		2		4		1		Hit		5		5
16		5		0		4		1		Fault		0		2
17		5		0		4		1		Hit		1		1
18		5		0		4		6		Fault		6		1
19		2		0		4		6		Fault		2		5
20		3		0		4		6		Fault		3		2
21		2		0		4		6		Fault		2		3
22		3		0		4		6		Fault		3		2
23		3		0		4		6		Hit		0		0
24		3		0		4		6		Hit		0		0
25		3		1		4		6		Fault		1		0
26		3		1		4		6		Hit		6		6
27		3		1		4		6		Hit		6		6
28		3		1		4		2		Fault		2		6
29		7		1		4		2		Fault		7		3
30		6		1		4		2		Fault		6		7
31		6		1		4		2		Hit		6		6
32		7		1		4		2		Fault		7		6
33		3		1		4		2		Fault		3		7
34		3		1		4		2		Hit		2		2
35		3		1		4		2		Hit		2		2
36		3		1		4		2		Hit		3		3
37		3		1		4		2		Hit		4		4
38		0		1		4		2		Fault		0		3
39		0		1		4		2		Hit		1		1
40		0		1		4		8		Fault		8		2
41		0		1		4		8		Hit		4		4
42		0		1		6		8		Fault		6		4
43		0		5		6		8		Fault		5		1
44		4		5		6		8		Fault		4		0
45		3		5		6		8		Fault		3		4
46		4		5		6		8		Fault		4		3
47		7		5		6		8		Fault		7		4
48		7		5		6		8		Hit		7		7
49		4		5		6		8		Fault		4		7
50		3		5		6		8		Fault		3		4
51		3		5		6		8		Hit		3		3
52		2		5		6		8		Fault		2		3
53		1		5		6		8		Fault		1		2
54		2		5		6		8		Fault		2		1
55		2		5		6		8		Hit		2		2
56		1		5		6		8		Fault		1		2
57		0		5		6		8		Fault		0		1
58		0		5		6		8		Hit		0		0
59		1		5		6		8		Fault		1		0
60		2		5		6		8		Fault		2		1
61		2		5		6		8		Hit		2		2
62		3		5		6		8		Fault		3		2
63		3		5		6		8		Hit		3		3
64		4		5		6		8		Fault		4		3
65		3		5		6		8		Fault		3		4
66		3		5		6		8		Hit		3		3
67		2		5		6		8		Fault		2		3
68		1		5		6		8		Fault		1		2
69		2		5		6		8		Fault		2		1
70		2		5		6		8		Hit		2		2
71		2		5		6		8		Hit		2		2
72		3		5		6		8		Fault		3		2
73		2		5		6		8		Fault		2		3
74		2		5		6		8		Hit		2		2
75		1		5		6		8		Fault		1		2
76		2		5		6		8		Fault		2		1
77		3		5		6		8		Fault		3		2
78		4		5		6		8		Fault		4		3
79		4		5		6		8		Hit		5		5
80		2		5		6		8		Fault		2		4
81		2		1		6		8		Fault		1		5
82		2		1		6		8		Hit		2		2
83		2		1		6		8		Hit		2		2
84		2		1		6		8		Hit		2		2
85		3		1		6		8		Fault		3		2
86		3		1		6		8		Hit		3		3
87		7		1		6		8		Fault		7		3
88		3		1		6		8		Fault		3		7
89		2		1		6		8		Fault		2		3
90		3		1		6		8		Fault		3		2
91		4		1		6		8		Fault		4		3
92		3		1		6		8		Fault		3		4
93		3		1		6		8		Hit		3		3
94		4		1		6		8		Fault		4		3
95		3		1		6		8		Fault		3		4
96		4		1		6		8		Fault		4		3
97		7		1		6		8		Fault		7		4
98		0		1		6		8		Fault		0		7
99		0		1		6		8		Hit		0		0

---------- Run 5 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		5		-1		-1		-1		Fault		5		-1
1		5		-1		-1		-1		Hit		5		5
2		5		-1		-1		-1		Hit		5		5
3		5		6		-1		-1		Fault		6		-1
4		5		6		-1		-1		Hit		6		6
5		5		6		7		-1		Fault		7		-1
6		5		6		7		4		Fault		4		-1
7		5		6		7		4		Hit		4		4
8		5		6		7		4		Hit		4		4
9		5		6		7		4		Hit		6		6
10		5		6		7		4		Hit		7		7
